WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,WATER RESOURCES,SCIE,"148,888",13.4,Q1,2.13,11.09%,Unnamed: 12
ADVANCES IN WATER RESOURCES,ADV WATER RESOUR,ELSEVIER SCI LTD,0309-1708,1872-9657,WATER RESOURCES,SCIE,"16,832",5.361,Q1,1.37,12.26%,
AQUA-Water Infrastructure Ecosystems and Society,AQUA-UK,IWA PUBLISHING,2709-8028,2709-8036,WATER RESOURCES,SCIE,36,,,,89.62%,
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,AQUAT CONSERV,WILEY,1052-7613,1099-0755,WATER RESOURCES,SCIE,"6,187",3.258,Q2,0.75,10.56%,
Agricultural Water Management,AGR WATER MANAGE,ELSEVIER,0378-3774,1873-2283,WATER RESOURCES,SCIE,"28,803",6.611,Q1,1.81,6.18%,
Applied Water Science,APPL WATER SCI,SPRINGER HEIDELBERG,2190-5487,2190-5495,WATER RESOURCES,SCIE,"7,593",5.411,Q1,1.07,99.84%,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,,
CATENA,CATENA,ELSEVIER,0341-8162,1872-6887,WATER RESOURCES,SCIE,"27,227",6.367,Q1,1.57,4.59%,
CHINA OCEAN ENGINEERING,CHINA OCEAN ENG,CHINA OCEAN PRESS,0890-5487,2191-8945,WATER RESOURCES,SCIE,"1,094",1.253,Q4,0.33,77.45%,
CLEAN-Soil Air Water,CLEAN-SOIL AIR WATER,WILEY,1863-0650,1863-0669,WATER RESOURCES,SCIE,"4,138",2.404,Q3,0.39,1.86%,
Canadian Water Resources Journal,CAN WATER RESOUR J,TAYLOR & FRANCIS INC,0701-1784,1918-1817,WATER RESOURCES,SCIE,"1,111",2.0,Q3,0.42,0%,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,,
DESALINATION,DESALINATION,ELSEVIER,0011-9164,1873-4464,WATER RESOURCES,SCIE,"60,800",11.211,Q1,2.02,6.19%,
Desalination and Water Treatment,DESALIN WATER TREAT,DESALINATION PUBL,1944-3994,1944-3986,WATER RESOURCES,SCIE,"21,105",1.273,Q4,0.24,0%,
ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROL HYDROBIOL,EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES,1642-3593,2080-3397,WATER RESOURCES,SCIE,"1,155",2.957,Q3,0.79,4.52%,
ENVIRONMENTAL FLUID MECHANICS,ENVIRON FLUID MECH,SPRINGER,1567-7419,1573-1510,WATER RESOURCES,SCIE,"1,841",2.618,Q3,0.66,16%,
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,ENVIRON GEOCHEM HLTH,SPRINGER,0269-4042,1573-2983,WATER RESOURCES,SCIE,"8,659",4.898,Q1,0.94,9.05%,
ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,ELSEVIER SCI LTD,1364-8152,1873-6726,WATER RESOURCES,SCIE,"19,057",5.471,Q1,1.03,21.7%,
ENVIRONMENTAL TOXICOLOGY,ENVIRON TOXICOL,WILEY,1520-4081,1522-7278,WATER RESOURCES,SCIE,"6,581",4.109,Q2,0.89,2.88%,
Ecohydrology,ECOHYDROLOGY,WILEY,1936-0584,1936-0592,WATER RESOURCES,SCIE,"3,962",3.166,Q2,0.67,9.81%,
Engenharia Sanitaria e Ambiental,ENG SANIT AMBIENT,ASSOC BRASILEIRA ENGENHARIA SANITARIA AMBIENTAL,1413-4152,1809-4457,WATER RESOURCES,SCIE,756,0.551,Q4,0.12,95.08%,
Environmental Earth Sciences,ENVIRON EARTH SCI,SPRINGER,1866-6280,1866-6299,WATER RESOURCES,SCIE,"26,111",3.119,Q2,0.67,5.52%,
Environmental Science-Water Research & Technology,ENVIRON SCI-WAT RES,ROYAL SOC CHEMISTRY,2053-1400,2053-1419,WATER RESOURCES,SCIE,"5,595",5.819,Q1,0.82,13.76%,
Exposure and Health,EXPOS HEALTH,SPRINGER,2451-9766,2451-9685,WATER RESOURCES,SCIE,"1,735",8.835,Q1,2.3,17.24%,
GROUND WATER MONITORING AND REMEDIATION,GROUND WATER MONIT R,WILEY,1069-3629,1745-6592,WATER RESOURCES,SCIE,"1,041",1.87,Q4,0.49,20.45%,
Geomatics Natural Hazards & Risk,GEOMAT NAT HAZ RISK,TAYLOR & FRANCIS LTD,1947-5705,1947-5713,WATER RESOURCES,SCIE,"3,073",3.922,Q2,0.97,100%,
Groundwater,GROUNDWATER,WILEY,0017-467X,1745-6584,WATER RESOURCES,SCIE,"7,192",2.887,Q3,0.66,16.73%,
Grundwasser,GRUNDWASSER,SPRINGER HEIDELBERG,1430-483X,1432-1165,WATER RESOURCES,SCIE,210,1.15,Q4,0.19,44.44%,
HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,HOUILLE BLANCHE,TAYLOR & FRANCIS LTD,0018-6368,1958-5551,WATER RESOURCES,SCIE,476,0.358,Q4,0.09,0%,
HYDROGEOLOGY JOURNAL,HYDROGEOL J,SPRINGER,1431-2174,1435-0157,WATER RESOURCES,SCIE,"9,580",3.151,Q2,0.8,24.68%,
HYDROLOGICAL PROCESSES,HYDROL PROCESS,WILEY,0885-6087,1099-1085,WATER RESOURCES,SCIE,"26,752",3.784,Q2,0.9,14.55%,
HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,HYDROLOG SCI J,TAYLOR & FRANCIS LTD,0262-6667,2150-3435,WATER RESOURCES,SCIE,"9,766",3.942,Q2,0.92,10.04%,
HYDROLOGY AND EARTH SYSTEM SCIENCES,HYDROL EARTH SYST SC,COPERNICUS GESELLSCHAFT MBH,1027-5606,1607-7938,WATER RESOURCES,SCIE,"28,172",6.617,Q1,1.48,99.56%,
Hydrologie und Wasserbewirtschaftung,HYDROL WASSERBEWIRTS,BUNDESANSTALT GEWASSERKUNDE-BFG,1439-1783,,WATER RESOURCES,SCIE,119,0.609,Q4,0.16,0%,
Hydrology Research,HYDROL RES,IWA PUBLISHING,1998-9563,2224-7955,WATER RESOURCES,SCIE,"2,439",2.752,Q3,0.72,87.23%,
INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,INT J WATER RESOUR D,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0790-0627,1360-0648,WATER RESOURCES,SCIE,"2,737",3.776,Q2,1.02,22.27%,
IRRIGATION AND DRAINAGE,IRRIG DRAIN,WILEY,1531-0353,1531-0361,WATER RESOURCES,SCIE,"2,490",1.424,Q4,0.4,2.29%,
IRRIGATION SCIENCE,IRRIGATION SCI,SPRINGER,0342-7188,1432-1319,WATER RESOURCES,SCIE,"3,444",3.519,Q2,0.99,3.73%,
International Journal of Disaster Risk Reduction,INT J DISAST RISK RE,ELSEVIER,2212-4209,2212-4209,WATER RESOURCES,SCIE,"10,542",4.842,Q1,1.11,18.67%,
International Journal of Disaster Risk Science,INT J DISAST RISK SC,SPRINGER,2095-0055,2192-6395,WATER RESOURCES,SCIE,"1,694",4.5,Q1,1.0,100%,
International Journal of Sediment Research,INT J SEDIMENT RES,IRTCES,1001-6279,1001-6279,WATER RESOURCES,SCIE,"1,859",3.259,Q2,0.68,0%,
International Soil and Water Conservation Research,INT SOIL WATER CONSE,KEAI PUBLISHING LTD,2095-6339,2589-059X,WATER RESOURCES,SCIE,"2,227",7.481,Q1,1.25,100%,
JOURNAL OF CONTAMINANT HYDROLOGY,J CONTAM HYDROL,ELSEVIER,0169-7722,1873-6009,WATER RESOURCES,SCIE,"6,719",4.184,Q2,0.84,9.91%,
JOURNAL OF HYDRAULIC ENGINEERING,J HYDRAUL ENG,ASCE-AMER SOC CIVIL ENGINEERS,0733-9429,1943-7900,WATER RESOURCES,SCIE,"12,810",2.785,Q3,0.68,3.45%,
JOURNAL OF HYDRAULIC RESEARCH,J HYDRAUL RES,TAYLOR & FRANCIS LTD,0022-1686,1814-2079,WATER RESOURCES,SCIE,"5,230",2.116,Q3,0.58,11.11%,
JOURNAL OF HYDROINFORMATICS,J HYDROINFORM,IWA PUBLISHING,1464-7141,1465-1734,WATER RESOURCES,SCIE,"2,652",3.058,Q2,0.68,40.23%,
JOURNAL OF HYDROLOGIC ENGINEERING,J HYDROL ENG,ASCE-AMER SOC CIVIL ENGINEERS,1084-0699,1943-5584,WATER RESOURCES,SCIE,"6,349",2.439,Q3,0.52,5.22%,
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,J IRRIG DRAIN ENG,ASCE-AMER SOC CIVIL ENGINEERS,0733-9437,1943-4774,WATER RESOURCES,SCIE,"4,843",1.976,Q4,0.39,1.89%,
JOURNAL OF SOIL AND WATER CONSERVATION,J SOIL WATER CONSERV,SOIL WATER CONSERVATION SOC,0022-4561,1941-3300,WATER RESOURCES,SCIE,"5,866",3.209,Q2,0.61,1.46%,
JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,J AM WATER RESOUR AS,WILEY,1093-474X,1752-1688,WATER RESOURCES,SCIE,"6,881",2.695,Q3,0.59,10.68%,
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,J WATER RES PLAN MAN,ASCE-AMER SOC CIVIL ENGINEERS,0733-9496,1943-5452,WATER RESOURCES,SCIE,"7,129",3.457,Q2,0.85,7.18%,
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,J WATER SUPPLY RES T,IWA PUBLISHING,0003-7214,1365-2087,WATER RESOURCES,SCIE,"1,970",3.007,Q3,0.63,8.89%,
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,J WATERW PORT COAST,ASCE-AMER SOC CIVIL ENGINEERS,0733-950X,1943-5460,WATER RESOURCES,SCIE,"3,141",2.059,Q3,0.56,8.15%,
Journal AWWA,J AWWA,WILEY,0003-150X,1551-8833,WATER RESOURCES,SCIE,"3,715",0.538,Q4,,0%,
Journal of Flood Risk Management,J FLOOD RISK MANAG,WILEY,1753-318X,1753-318X,WATER RESOURCES,SCIE,"2,342",4.005,Q2,0.92,63.88%,
Journal of Hydro-environment Research,J HYDRO-ENVIRON RES,ELSEVIER,1570-6443,1876-4444,WATER RESOURCES,SCIE,"1,379",2.699,Q3,0.72,3.36%,
Journal of Hydrology,J HYDROL,ELSEVIER,0022-1694,1879-2707,WATER RESOURCES,SCIE,"85,140",6.708,Q1,1.59,3.63%,
Journal of Hydrology and Hydromechanics,J HYDROL HYDROMECH,SCIENDO,,1338-4333,WATER RESOURCES,SCIE,"1,018",2.329,Q3,0.75,100%,
Journal of Hydrology-Regional Studies,J HYDROL-REG STUD,ELSEVIER,,2214-5818,WATER RESOURCES,SCIE,"3,348",5.437,Q1,1.28,99.23%,
Journal of Pipeline Systems Engineering and Practice,J PIPELINE SYST ENG,ASCE-AMER SOC CIVIL ENGINEERS,1949-1190,1949-1204,WATER RESOURCES,SCIE,911,1.916,Q4,0.5,0%,
Journal of Water Process Engineering,J WATER PROCESS ENG,ELSEVIER,2214-7144,2214-7144,WATER RESOURCES,SCIE,"12,873",7.34,Q1,1.12,2.89%,
Journal of Water Reuse and Desalination,J WATER REUSE DESAL,IWA PUBLISHING,2220-1319,2220-1319,WATER RESOURCES,SCIE,"1,036",3.05,Q2,0.56,100%,
Journal of Water Sanitation and Hygiene for Development,J WATER SANIT HYG DE,IWA PUBLISHING,2043-9083,2408-9362,WATER RESOURCES,SCIE,"1,077",1.786,Q4,0.36,95.77%,
Journal of Water and Climate Change,J WATER CLIM CHANGE,IWA PUBLISHING,2040-2244,2408-9354,WATER RESOURCES,SCIE,"1,527",2.803,Q3,0.64,63.28%,
LAKE AND RESERVOIR MANAGEMENT,LAKE RESERV MANAGE,TAYLOR & FRANCIS INC,1040-2381,2151-5530,WATER RESOURCES,SCIE,"1,376",1.729,Q4,0.44,14.58%,
LHB-Hydroscience Journal,LHB,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,2767-8490,WATER RESOURCES,SCIE,13,0.385,Q4,0.05,58.06%,
Membrane and Water Treatment,MEMBR WATER TREAT,TECHNO-PRESS,2005-8624,2092-7037,WATER RESOURCES,SCIE,383,1.092,Q4,0.23,0%,
Mine Water and the Environment,MINE WATER ENVIRON,SPRINGER HEIDELBERG,1025-9112,1616-1068,WATER RESOURCES,SCIE,"1,928",2.688,Q3,0.72,12.7%,
NATURAL HAZARDS,NAT HAZARDS,SPRINGER,0921-030X,1573-0840,WATER RESOURCES,SCIE,"22,224",3.158,Q2,0.75,9.26%,
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,NAT HAZARD EARTH SYS,COPERNICUS GESELLSCHAFT MBH,1561-8633,1684-9981,WATER RESOURCES,SCIE,"12,529",4.58,Q1,1.03,98.64%,
Natural Hazards Review,NAT HAZARDS REV,ASCE-AMER SOC CIVIL ENGINEERS,1527-6988,1527-6996,WATER RESOURCES,SCIE,"2,224",4.2,Q2,0.88,6.38%,
OCEAN & COASTAL MANAGEMENT,OCEAN COAST MANAGE,ELSEVIER SCI LTD,0964-5691,1873-524X,WATER RESOURCES,SCIE,"12,074",4.295,Q1,1.14,10.51%,
PHYSICS AND CHEMISTRY OF THE EARTH,PHYS CHEM EARTH,PERGAMON-ELSEVIER SCIENCE LTD,1474-7065,1873-5193,WATER RESOURCES,SCIE,"6,383",3.311,Q2,0.75,6.03%,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,P I CIVIL ENG-MAR EN,ICE PUBLISHING,1741-7597,1751-7737,WATER RESOURCES,SCIE,325,5.952,Q1,0.96,3.13%,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,P I CIVIL ENG-WAT M,ICE PUBLISHING,1741-7589,1751-7729,WATER RESOURCES,SCIE,824,1.385,Q4,0.35,3.95%,
RIVER RESEARCH AND APPLICATIONS,RIVER RES APPL,WILEY,1535-1459,1535-1467,WATER RESOURCES,SCIE,"5,618",2.78,Q3,0.54,16.93%,
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,WATER RESOURCES,SCIE,"5,920",3.821,Q2,0.89,11%,
Soil and Water Research,SOIL WATER RES,CZECH ACADEMY AGRICULTURAL SCIENCES,1801-5395,1805-9384,WATER RESOURCES,SCIE,703,2.685,Q3,0.54,97.62%,
Tecnologia y Ciencias del Agua,TECNOL CIENC AGUA,INST MEXICANO TECHNOLOGIAAGUA,0187-8336,2007-2422,WATER RESOURCES,SCIE,338,0.341,Q4,0.08,99.48%,
Urban Water Journal,URBAN WATER J,TAYLOR & FRANCIS LTD,1573-062X,1744-9006,WATER RESOURCES,SCIE,"3,159",2.675,Q3,0.57,10.7%,
VADOSE ZONE JOURNAL,VADOSE ZONE J,WILEY,,1539-1663,WATER RESOURCES,SCIE,"6,009",2.945,Q3,0.8,91.63%,
WATER AIR AND SOIL POLLUTION,WATER AIR SOIL POLL,SPRINGER INT PUBL AG,0049-6979,1573-2932,WATER RESOURCES,SCIE,"23,827",2.984,Q3,0.56,8.25%,
WATER AND ENVIRONMENT JOURNAL,WATER ENVIRON J,WILEY,1747-6585,1747-6593,WATER RESOURCES,SCIE,"1,731",1.977,Q4,0.47,8.14%,
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,WILEY,1061-4303,1554-7531,WATER RESOURCES,SCIE,"5,183",3.306,Q2,0.5,2.58%,
WATER INTERNATIONAL,WATER INT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0250-8060,1941-1707,WATER RESOURCES,SCIE,"2,887",3.395,Q2,0.66,24.67%,
WATER QUALITY RESEARCH JOURNAL OF CANADA,WATER QUAL RES J CAN,IWA PUBLISHING,1201-3080,1201-3080,WATER RESOURCES,SCIE,980,1.965,Q4,0.52,31.58%,
WATER RESOURCES MANAGEMENT,WATER RESOUR MANAG,SPRINGER,0920-4741,1573-1650,WATER RESOURCES,SCIE,"16,177",4.426,Q1,1.03,7.49%,
WATER RESOURCES RESEARCH,WATER RESOUR RES,AMER GEOPHYSICAL UNION,0043-1397,1944-7973,WATER RESOURCES,SCIE,"72,095",6.159,Q1,1.36,22.3%,
WATER SA,WATER SA,WATER RESEARCH COMMISSION,0378-4738,1816-7950,WATER RESOURCES,SCIE,"2,915",1.586,Q4,0.35,99.49%,
WATER SCIENCE AND TECHNOLOGY,WATER SCI TECHNOL,IWA PUBLISHING,0273-1223,1996-9732,WATER RESOURCES,SCIE,"28,014",2.43,Q3,0.39,42.45%,
WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,SPRINGER,0923-4861,1572-9834,WATER RESOURCES,SCIE,"2,651",2.134,Q3,0.4,12.68%,
WasserWirtschaft,WASSERWIRTSCHAFT,SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH,0043-0978,2192-8762,WATER RESOURCES,SCIE,154,0.14,Q4,0.04,0%,
Water,WATER-SUI,MDPI,,2073-4441,WATER RESOURCES,SCIE,"40,530",3.53,Q2,0.68,96.12%,
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,WATER ALTERN,WATER ALTERNATIVES ASSOC,1965-0175,1965-0175,WATER RESOURCES,SCIE,"1,315",2.24,Q3,0.54,0%,
Water Economics and Policy,WATER ECON POLICY,WORLD SCIENTIFIC PUBL CO PTE LTD,2382-624X,2382-6258,WATER RESOURCES,SCIE,206,1.333,Q4,0.39,2.86%,
Water Policy,WATER POLICY,IWA PUBLISHING,1366-7017,1996-9759,WATER RESOURCES,SCIE,"2,277",1.733,Q4,0.43,56.6%,
Water Quality Research Journal,WATER QUAL RES J,IWA PUBLISHING,2709-8044,2709-8052,WATER RESOURCES,SCIE,60,,,,94.74%,
Water Research X,WATER RES X,ELSEVIER,,2589-9147,WATER RESOURCES,SCIE,685,9.365,Q1,1.3,97.89%,
Water Resources,WATER RESOUR+,MAIK NAUKA/INTERPERIODICA/SPRINGER,0097-8078,1608-344X,WATER RESOURCES,SCIE,"1,165",0.919,Q4,0.18,0%,
Water Resources and Economics,WATER RESOUR ECON,ELSEVIER,2212-4284,2212-4284,WATER RESOURCES,SCIE,456,2.848,Q3,0.75,23.44%,
Water Resources and Industry,WATER RESOUR IND,ELSEVIER,,2212-3717,WATER RESOURCES,SCIE,"1,219",4.206,Q2,1.36,96.72%,
Water Reuse,WATER REUSE,IWA PUBLISHING,2709-6092,2709-6106,WATER RESOURCES,SCIE,66,,,,98.15%,
Water Supply,WATER SUPPLY,IWA PUBLISHING,1606-9749,1607-0798,WATER RESOURCES,SCIE,"1,495",1.768,Q4,0.29,51.06%,
Wiley Interdisciplinary Reviews-Water,WIRES WATER,WILEY,2049-1948,2049-1948,WATER RESOURCES,SCIE,"3,214",7.428,Q1,1.09,35.16%,
npj Clean Water,NPJ CLEAN WATER,NATURE PORTFOLIO,2059-7037,2059-7037,WATER RESOURCES,SCIE,"1,231",12.19,Q1,1.55,99.07%,
